"No.","Time","Delta","Source","Destination","Protocol","Length","Info"
"68900","2875.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"68922","2876.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"68946","2877.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"68971","2878.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"68996","2879.428804","1.000007","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69021","2880.428798","0.999994","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69045","2881.428795","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69069","2882.428798","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69093","2883.428803","1.000005","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69117","2884.428797","0.999994","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69141","2885.428800","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69165","2886.428798","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69189","2887.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69213","2888.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69238","2889.428792","0.999995","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69262","2890.428795","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69286","2891.428797","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69310","2892.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69334","2893.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69355","2894.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69379","2895.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69403","2896.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69427","2897.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69451","2898.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69476","2899.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69500","2900.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69524","2901.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69548","2902.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69572","2903.428828","1.000030","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69596","2904.428793","0.999965","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69620","2905.428798","1.000005","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69644","2906.428826","1.000028","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69668","2907.428795","0.999969","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69692","2908.428797","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69717","2909.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69738","2910.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69762","2911.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69786","2912.428801","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69810","2913.428798","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69834","2914.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69858","2915.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69882","2916.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69906","2917.428799","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69930","2918.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69955","2919.428794","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"69979","2920.428798","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70003","2921.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70027","2922.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70051","2923.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70075","2924.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70099","2925.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70123","2926.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70147","2927.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70171","2928.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70196","2929.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70217","2930.428791","0.999993","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70241","2931.428798","1.000007","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70265","2932.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70289","2933.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70313","2934.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70337","2935.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70361","2936.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70385","2937.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70409","2938.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70434","2939.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70458","2940.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70482","2941.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70506","2942.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70530","2943.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70554","2944.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70578","2945.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70599","2946.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70623","2947.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70647","2948.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70672","2949.428795","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70696","2950.428799","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70720","2951.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70744","2952.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70768","2953.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70792","2954.428800","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70816","2955.428798","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70840","2956.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70864","2957.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70888","2958.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70913","2959.428795","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70934","2960.428798","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70958","2961.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"70982","2962.428799","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71006","2963.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71030","2964.428795","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71054","2965.428796","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71078","2966.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71102","2967.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71126","2968.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71151","2969.428801","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71175","2970.428796","0.999995","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71199","2971.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71223","2972.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71247","2973.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71271","2974.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71295","2975.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71319","2976.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71340","2977.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71364","2978.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71389","2979.428795","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71413","2980.428797","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71437","2981.428829","1.000032","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71461","2982.428799","0.999970","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71485","2983.428800","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71509","2984.428797","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71533","2985.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71557","2986.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71581","2987.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71605","2988.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71630","2989.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71654","2990.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71678","2991.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71702","2992.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71726","2993.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71750","2994.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71773","2995.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71795","2996.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71819","2997.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71843","2998.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71868","2999.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71892","3000.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71916","3001.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71940","3002.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71964","3003.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"71988","3004.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72012","3005.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72036","3006.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72060","3007.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72084","3008.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72108","3009.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72132","3010.428796","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72156","3011.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72178","3012.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72202","3013.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72226","3014.428795","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72249","3015.428798","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72273","3016.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72297","3017.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72321","3018.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72346","3019.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72370","3020.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72394","3021.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72418","3022.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72441","3023.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72465","3024.428796","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72489","3025.428796","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72512","3026.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72533","3027.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72557","3028.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72582","3029.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72606","3030.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72630","3031.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72654","3032.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72678","3033.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72702","3034.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72726","3035.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72750","3036.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72774","3037.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72798","3038.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72823","3039.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72847","3040.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72871","3041.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72895","3042.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72919","3043.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72943","3044.428795","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72967","3045.428798","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"72991","3046.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73015","3047.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73039","3048.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73064","3049.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73088","3050.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73109","3051.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73133","3052.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73157","3053.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73181","3054.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73205","3055.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73229","3056.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73253","3057.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73277","3058.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73302","3059.428800","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73326","3060.428799","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73350","3061.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73374","3062.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73398","3063.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73422","3064.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73446","3065.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73470","3066.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73494","3067.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73518","3068.428800","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73543","3069.428797","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73567","3070.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73591","3071.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73612","3072.428802","1.000005","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73636","3073.428802","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73660","3074.428794","0.999992","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73684","3075.428797","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73708","3076.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73732","3077.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73756","3078.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73781","3079.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73805","3080.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73829","3081.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73853","3082.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73877","3083.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73901","3084.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73925","3085.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73949","3086.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73973","3087.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"73997","3088.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74022","3089.428794","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74043","3090.428798","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74067","3091.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74091","3092.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74115","3093.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74139","3094.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74163","3095.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74187","3096.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74211","3097.428800","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74235","3098.428799","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74260","3099.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74284","3100.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74308","3101.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74332","3102.428801","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74356","3103.428797","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74380","3104.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74404","3105.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74425","3106.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74449","3107.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74473","3108.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74498","3109.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74522","3110.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74546","3111.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74570","3112.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74594","3113.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74618","3114.428800","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74642","3115.428797","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74666","3116.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74690","3117.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74714","3118.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74739","3119.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74763","3120.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74787","3121.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74811","3122.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74835","3123.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74859","3124.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74883","3125.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74907","3126.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74931","3127.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74952","3128.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"74977","3129.428793","0.999995","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75001","3130.428797","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75025","3131.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75049","3132.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75073","3133.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75097","3134.428804","1.000007","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75121","3135.428797","0.999993","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75145","3136.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75169","3137.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75193","3138.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75218","3139.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75243","3140.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75267","3141.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75291","3142.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
